id,name,company_name_cleaned
467,PEACOCK OILFIELD SERVICES LIMITED,Peacock Oilfield Services
468,DUNMOW GLASS LIMITED,Dunmow Glass
469,ARK PLASTICS LIMITED,Ark Plastics
470,KRAUS ENGINEERING LTD.,Kraus Engineering
471,GWENLLIAN COURT HOTEL LIMITED,Gwenllian Court Hotel
472,TAMARIND CENTRE LTD,Tamarind Centre
473,REEVES RETAIL PLANNING CONSULTANCY LTD,Reeves Retail Planning Consultancy
474,THE HUB CONSULTANCY SERVICES LTD,The Hub Consultancy Services
475,TRIBUNE GROUP LIMITED,Tribune Group
476,HABIBI LIMITED,Habibi
477,ELZE ASSOCIATES LTD,Elze Associates
478,CURTIS STORAGE (LANCING) LIMITED,Curtis Storage
479,AKA CLEANING LTD,Aka Cleaning
480,GLOBALVISION SOFTWARE LIMITED,Globalvision Software
481,UTILITY DEPOT LIMITED,Utility Depot
482,J. LUSCOMBE ASSOCIATES LIMITED,J. Luscombe Associates
483,KADAM ASIAN DANCE AND MUSIC LIMITED,Kadam Asian Dance And Music
484,BATTERY CENTRE LIMITED(THE),Battery Centre
485,HANSON AMERICA HOLDINGS (1) LIMITED,Hanson America Holdings
486,CHERRYWOOD RESTAURANTS LIMITED,Cherrywood Restaurants
487,EAST ANGLIA SERVICES LIMITED,East Anglia Services
488,INVESCO PACIFIC GROUP LIMITED,Invesco Pacific Group
489,DISABILITY ACTION YORKSHIRE,Disability Action Yorkshire
490,G & O SECURITIES LIMITED,G & O Securities
491,PLASTRIBUTION LIMITED,Plastribution
492,URBAN LUMBERJACK LIMITED,Urban Lumberjack
493,CARDS & TOYS (ROMILEY) LIMITED,Cards & Toys
494,DLK LIMITED,Dlk
495,R J B CONSULTANTS LIMITED,R J B Consultants
496,LUXURIA PROPERTY LTD,Luxuria Property
497,BRIGHTWAYS TRAVEL LIMITED,Brightways Travel
498,KARIBUNI BUSINESS SERVICES LTD,Karibuni Business Services
499,FIVE STAR PRINTING LIMITED,Five Star Printing
500,HURST PANELS LIMITED,Hurst Panels
501,GISTIX (NORTHERN) LIMITED,Gistix
502,CIRCUIT GRAPHICS LIMITED,Circuit Graphics
503,GDA SERVICES LIMITED,Gda Services
504,EUROPEAN LAMINATE GLASS LIMITED,European Laminate Glass
505,UPSON MOWERS LTD,Upson Mowers
506,A-Z DESIGN & BUILD LIMITED,A-Z Design & Build
507,ISSA & CO (UK) LIMITED,Issa
508,M A MCCLOSKEY LIMITED,M A Mccloskey
509,SEN FURNITURE LIMITED,Sen Furniture
510,SMA WARDROBES LTD,Sma Wardrobes
511,OCEAN MEDICAL SERVICES (SOUTH) LIMITED,Ocean Medical Services
512,RIA MISHAAL PHOTOGRAPHY LIMITED,Ria Mishaal Photography
513,AGRI-TECH WEST LIMITED,Agri-Tech West
514,AIUK LIFE LTD,Aiuk Life
515,SPARKLE INFO LTD,Sparkle Info
516,CELLTICK TECHNOLOGIES (UK) LIMITED,Celltick Technologies
517,THE TREATMENT NETWORK GROUP LIMITED,The Treatment Network Group
518,INSIT LIMITED,Insit
519,AMOR MAGAZINE LIMITED,Amor Magazine
520,ACROWEB LIMITED,Acroweb
521,CPL INDUSTRIES (EMEA) LIMITED,Cpl Industries
522,BLUEGATE HALL FARMS LIMITED,Bluegate Hall Farms
523,ASHTEDS LIMITED,Ashteds
524,HENRY HULLEY HOLDINGS LIMITED,Henry Hulley Holdings
525,AMIIKA LIMITED,Amiika
526,GIORGIO LOCATELLI LTD.,Giorgio Locatelli
527,RIO TINTO SULAWESI HOLDINGS LIMITED,Rio Tinto Sulawesi Holdings
528,LANESBOROUGH COURT LIMITED,Lanesborough Court
529,BODEN PLUMBERS LIMITED,Boden Plumbers
530,FAUVETTE LTD,Fauvette
531,EDENHEART FINANCE LIMITED,Edenheart Finance
532,C A FINANCIAL SERVICES LTD,C A Financial Services
533,SG EDUCATION WELFARE CONSULTANCY LIMITED,Sg Education Welfare Consultancy
534,AMEN DRY CLEANERS LTD,Amen Dry Cleaners
535,NATIONWIDE OAK BUILDINGS LTD,Nationwide Oak Buildings
536,CHESHIRE ACCOUNTING LIMITED,Cheshire Accounting
537,HOME POOLS LIMITED,Home Pools
538,COSMOS ELECTRICAL SERVICES LIMITED,Cosmos Electrical Services
539,BANGOR CENTRE FOR DEVELOPMENTAL DISABILITIES LIMITED,Bangor Centre For Developmental Disabilities
540,THE EGGFREE CAKEBOX WALSALL LTD,The Eggfree Cakebox Walsall
541,VB BUILDERS LTD,Vb Builders
542,FRANGO GRILLS ALTON LTD,Frango Grills Alton
543,ONE BLANK WALL LTD,One Blank Wall
544,GIANT EVENTS LIMITED,Giant Events
545,MCA ACCOUNTANTS LIMITED,Mca Accountants
546,INTERLOGICAL LIMITED,Interlogical
547,BLUE SKYLINE LIMITED,Blue Skyline
548,CRYSTAL CARS LTD,Crystal Cars
549,BRAVURA FILMS LIMITED,Bravura Films
550,BRILLIANT ADVENTURES LIMITED,Brilliant Adventures
551,DIGITAL RESEARCH LIMITED,Digital Research
552,DISPOSABLE OPHTHALMIC INSTRUMENTS LTD,Disposable Ophthalmic Instruments
553,GOLD MEDALS MEDIA LIMITED,Gold Medals Media
554,EFROC LIMITED,Efroc
555,R W & B SERVICES LIMITED,R W & B Services
556,SODASH LIMITED,Sodash
557,COMMUNITY CONSULTATION LIMITED,Community Consultation
558,54 NORTH DESIGN LTD,54 North Design
559,CYPHER TECHNOLOGY LTD.,Cypher Technology
560,BLAKEHAMPTON BUSINESS SERVICES LIMITED,Blakehampton Business Services
561,AGE CONCERN EASTWOOD,Age Concern Eastwood
562,RED GROUP 2016 LTD,Red Group 2016
563,ALAN J. ROSS MOTOR ENGINEERS LTD.,Alan J. Ross Motor Engineers
564,ABACUS COACHING LTD.,Abacus Coaching
565,THE FRIARY HOTEL LIMITED,The Friary Hotel
566,DANIEL SPRING LIMITED,Daniel Spring
567,AMI CONTRACTS LTD.,Ami Contracts
568,STEWART MILNE HOMES (AUCHTERARDER) LIMITED,Stewart Milne Homes
569,WELCOME HOME LETTINGS LTD,Welcome Home Lettings
570,ALL EVENT HIRE LIMITED,All Event Hire
571,ADAMSTON (FARMS) LIMITED,Adamston
572,AIDSUN HOLDINGS LIMITED,Aidsun Holdings
573,BYCENT LIMITED,Bycent
574,ARC CONTROL SYSTEMS LIMITED,Arc Control Systems
575,ACTIVE MEDIA SYSTEMS LIMITED,Active Media Systems
576,DOUBLETREE LIMITED,Doubletree
577,AGILE BUSINESS CONSULTANTS LIMITED,Agile Business Consultants
578,WHEY FORWARD HEALTH INDUSTRIES LIMITED,Whey Forward Health Industries
579,ACUMEN INDEPENDENT FINANCIAL PLANNING LIMITED,Acumen Independent Financial Planning
580,A2B COMPONENTS LIMITED,A2B Components
581,AG NEWCO LIMITED,Ag Newco
582,AMETHYST STAR LIMITED,Amethyst Star
583,AGALIMMUNE LTD.,Agalimmune
584,ACCESS TAX AND ACCOUNTING LIMITED,Access Tax And Accounting
585,DIG THIS NURSERY LTD,Dig This Nursery
586,AIM-FOR ACHIEVEMENT IN MIND LTD,Aim-For Achievement In Mind
587,THE GROVE GUEST HOUSE & TEA ROOMS LTD,The Grove Guest House & Tea Rooms
588,AJ WHEELER (BOOKKEEPING SERVICES) LIMITED,Aj Wheeler
589,DISCOVER HOLIDAYS LTD,Discover Holidays
590,1 STOP TYRE & SERVICE CENTRE LTD,1 Stop Tyre & Service Centre
591,AIM GLOBAL MEDIA LTD,Aim Global Media
592,GEMCO PROPERTY MANAGEMENT LIMITED,Gemco Property Management
593,RIDGE MARINE SURVEYING LIMITED,Ridge Marine Surveying
594,ALLWOOD CEILING SERVICES LIMITED,Allwood Ceiling Services
595,KEMET ELECTRONICS LIMITED,Kemet Electronics
596,UP FRONT BREWING LIMITED,Up Front Brewing
597,WIGS BOUTIQUE LTD,Wigs Boutique
598,LINGO LOCATE LIMITED,Lingo Locate
599,MARINAIR LIMITED,Marinair
600,PROPERTY TAX ADVICE LTD,Property Tax Advice
601,CORTEC LED LIMITED,Cortec Led
602,BLUESTONE 3 LIMITED,Bluestone 3
603,SALTUS CONSULTING LTD,Saltus Consulting
604,STUDIO EVANS LANE LTD,Studio Evans Lane
605,STOCKBRIDGE OSTEOPATHIC PRACTICE LTD,Stockbridge Osteopathic Practice
606,SLAP ADVENTURES LTD,Slap Adventures
607,EQUIPP LTD,Equipp
608,WOOD COTTAGE PASTRIES LTD,Wood Cottage Pastries
609,WIDOW'S WALK FILM LTD,Widow'S Walk Film
610,REGAL ROOFLINES LIMITED,Regal Rooflines
611,THE BILLINGTON PARTNERSHIP LIMITED,The Billington Partnership
612,BETHEL INTERNATIONAL MINISTRIES,Bethel International Ministries
613,THE CHARLIE GARD FOUNDATION,The Charlie Gard Foundation
614,PAUL D'ARCY RACING LTD,Paul D'Arcy Racing
615,VICTOR X-RAY TECHNICAL SERVICES LIMITED,Victor X-Ray Technical Services
616,FRANK CARE LTD,Frank Care
617,BYLAND COUNTRYSIDE SERVICES LTD,Byland Countryside Services
618,JASPER & COMPANY LTD,Jasper
619,GS MOTOR ENGINEERS LTD,Gs Motor Engineers
620,HENACRAFT LIMITED,Henacraft
621,LEVEN MOTORS LIMITED,Leven Motors
622,HOLLYWOOD SPRING LIMITED,Hollywood Spring
623,KARIN DUNBAR DESIGN LTD,Karin Dunbar Design
624,RECYCLED STONE & SOILS LIMITED,Recycled Stone & Soils
625,KINGFISH CONSULTANTS LIMITED,Kingfish Consultants
626,JASPER FOOTWEAR LIMITED,Jasper Footwear
627,EXETER MANAGEMENT CONSULTING LIMITED,Exeter Management Consulting
628,BOD HEULOG DENTAL CARE LIMITED,Bod Heulog Dental Care
629,CHISWELL MAINE LIMITED,Chiswell Maine
630,FITTER FEET PODIATRY LIMITED,Fitter Feet Podiatry
631,CITY ACADEMY (ARTS) LIMITED,City Academy
632,CROSSGATES CARPET CENTRE LIMITED,Crossgates Carpet Centre
633,DOODLE MOO LTD,Doodle Moo
634,LDC (FERRY LANE 2) HOLDINGS LIMITED,Ldc Holdings
635,SDR EXECUTIVE SEARCH LIMITED,Sdr Executive Search
636,F. B. COACHWORKS LIMITED,F. B. Coachworks
637,BRITAU SCAFFOLD LTD,Britau Scaffold
638,THE HEALTHCARE PROPERTY COMPANY (BISHOPS STORTFORD) LIMITED,The Healthcare Property
639,DICK THOMPSON & CO (CUMBRIA) LIMITED,Dick Thompson
640,REFRESHING SOFTWARE LTD,Refreshing Software
641,AVIATIONSEC LIMITED,Aviationsec
642,FUTURIS AVIATION LIMITED,Futuris Aviation
643,ASW ELECTRICS LTD,Asw Electrics
644,ELEC SERVICES AND MAINTENANCE LTD,Elec Services And Maintenance
645,I2O WATER INTERNATIONAL HOLDINGS LIMITED,I2O Water International Holdings
646,BUSINESS PEOPLE PUBLICATIONS LIMITED,Business People Publications
647,AQUILA SPORTHORSES LIMITED,Aquila Sporthorses
648,ULTIMATE ALLOYS LIMITED,Ultimate Alloys
649,CLEARPOINT RECYCLING LIMITED,Clearpoint Recycling
650,WYNNSTAY BRUNSWICK LIMITED,Wynnstay Brunswick
651,HATZIDAKIS LTD,Hatzidakis
652,TEXTUR & CO LIMITED,Textur
653,ORACLE BEAUTY LIMITED,Oracle Beauty
654,QUICKCHANGE PRODUCTS LIMITED,Quickchange Products
655,CAPON FIBREGLASS SERVICES LIMITED,Capon Fibreglass Services
656,ALLSORTS HR LIMITED,Allsorts Hr
657,MINTON ASSOCIATES LIMITED,Minton Associates
658,SANDMAN CONSULTANTS LIMITED,Sandman Consultants
659,TOWN HALL DENTAL LTD,Town Hall Dental
660,ASSAY CLINICAL RESEARCH LTD,Assay Clinical Research
661,PIGGY FINANCE LIMITED,Piggy Finance
662,BRUNSWICK CORPORATE LIMITED,Brunswick Corporate
663,WISEAMIGO LTD,Wiseamigo
664,GOLDEN MEADOWS LIMITED,Golden Meadows
665,LONDON PARAGON COLLEGE LTD,London Paragon College
666,HT&T CIVIL CONTRACTORS LTD,Ht&T Civil Contractors
667,AUTOTECHZ (UK) LIMITED,Autotechz
668,DANTE DESIGNS LIMITED,Dante Designs
669,RADIUS HEALTHCARE LIMITED,Radius Healthcare
670,PUMP COURT CHAMBERS MANAGEMENT LIMITED,Pump Court Chambers Management
671,YOUR IMAGE LIMITED,Your Image
672,GIFTS IN TIME LIMITED,Gifts In Time
673,EESY LTD,Eesy
674,CAREMORE COMPANIONS LIMITED,Caremore Companions
675,PROVERBIAL GROUP LTD,Proverbial Group
676,DPH DESIGN LIMITED,Dph Design
677,COPYTEL LTD,Copytel
678,GAGITECH LTD,Gagitech
679,1066 GYMNASTICS,1066 Gymnastics
680,STAMFORD TRAVEL (UK) LIMITED,Stamford Travel
681,BOXMOOR HALL LIMITED,Boxmoor Hall
682,I.LASE LTD,I.Lase
683,BIZARREKA (UK) LIMITED,Bizarreka
684,CARACONNECT LIMITED,Caraconnect
685,MOORGATE CONSULTING LIMITED,Moorgate Consulting
686,D S WALSH LIMITED,D S Walsh
687,UPRIGHT SCAFFOLDING SERVICES LTD,Upright Scaffolding Services
688,BLACK & WHITE IT LTD,Black & White It
689,AUTOK LIMITED,Autok
690,BEST BY MILES LIMITED (THE),Best By Miles
691,J AND P CARPENTRY LIMITED,J And P Carpentry
692,W.ROLLS LIMITED,W.Rolls
693,POOLE RAW PET FOOD LTD,Poole Raw Pet Food
694,TALBOT DESIGNS LIMITED,Talbot Designs
695,CANELECTRIC LIMITED,Canelectric
696,LACES&SOLE LTD,Laces&Sole
697,LUNA PROPERTY DEVELOPMENTS LIMITED,Luna Property Developments
698,TC DESIGN LIMITED,Tc Design
699,SHIRE END LTD,Shire End
700,TULIP(WALES) LTD,Tulip
701,OSTEOSTASIS LTD,Osteostasis
702,THE ROUTE ID LIMITED,The Route Id
703,WOODSIDE GREEN CHRISTIAN CENTRE,Woodside Green Christian Centre
704,KAIZEN ENGINEERING LTD,Kaizen Engineering
705,WORLDWIDE101 HOLDINGS LTD,Worldwide101 Holdings
706,SEEMORE CONSULTING LIMITED,Seemore Consulting
707,EB PARTNERSHIP HOLDINGS LIMITED,Eb Partnership Holdings
708,HEALTHBID LIMITED,Healthbid
709,RL SPORTS THERAPY LTD,Rl Sports Therapy
710,THINKING JUICE HOLDINGS LIMITED,Thinking Juice Holdings
711,GAD TUNING LTD,Gad Tuning
712,LONDON GLASS LTD,London Glass
713,ANGLIAN DECORATIVE GLASS LIMITED,Anglian Decorative Glass
714,OOF DESIGN LIMITED,Oof Design
715,TWO CATS KITCHEN LIMITED,Two Cats Kitchen
716,EARNSHAW LTD,Earnshaw
717,ADVANCED MEASUREMENT GROUP LTD,Advanced Measurement Group
718,MONSIEUR DAHLSTROM LTD,Monsieur Dahlstrom
719,ERSKINE MOBILE EYECARE LIMITED,Erskine Mobile Eyecare
720,ANDREW WHITE PLANNING CONSULTANCY LIMITED,Andrew White Planning Consultancy
721,ANDREW MACKLE LIMITED,Andrew Mackle
722,AMY KILPIN LTD.,Amy Kilpin
723,S & P PROPERTIES LIMITED,S & P Properties
724,CAFE DEL GOLFO LTD,Cafe Del Golfo
725,CAMERAMAN-ONLINE LIMITED,Cameraman-Online
726,ACUMEN FIELD LIMITED,Acumen Field
727,PROPERTY CONTRACTORS 247 LIMITED,Property Contractors 247
728,GUILD OF INVESTMENT MANAGERS LTD,Guild Of Investment Managers
729,THE SEARCH HOUSE LIMITED,The Search House
730,BLUE BOMBINI LIMITED,Blue Bombini
731,RAINMAKER PARTNERS LTD,Rainmaker Partners
732,HSPAL UK LIMITED,Hspal
733,VITA HERITAGE LTD,Vita Heritage
734,THE UNICARE GROUP LTD,The Unicare Group
735,ANDREW NEIL ASSOCIATES LIMITED,Andrew Neil Associates
736,GLOBAL TELECOM SERVICE LTD,Global Telecom Service
737,PRESTIGE IMPORT & EXPORT LTD,Prestige Import & Export
738,TENWOOD LONDON LIMITED,Tenwood London
739,THE FALCON MANOR HOTEL LIMITED,The Falcon Manor Hotel
740,ESPRESSO TRANSLATIONS LIMITED,Espresso Translations
741,THE BHE HUB LIMITED,The Bhe Hub
742,SHAKESPEARE DISTILLERY LIMITED,Shakespeare Distillery
743,THE WEBSMITHS LTD,The Websmiths
744,A & S TILING LTD,A & S Tiling
745,VENNSCAPES LIMITED,Vennscapes
746,STAG SEC LTD,Stag Sec
747,MARINO'S FISH BARS LIMITED,Marino'S Fish Bars
748,PRISM GLASSWORKS LTD,Prism Glassworks
749,MIDLAND TANKERS LIMITED,Midland Tankers
750,NICWOOD LOGISTICS LIMITED,Nicwood Logistics
751,AUTOAPPS GLOBAL LTD,Autoapps Global
752,LIMPET MARKETING LIMITED,Limpet Marketing
753,KENCOMP INTERNET LIMITED,Kencomp Internet
754,WHITE HORSE MACHINERY (HOLDINGS) LIMITED,White Horse Machinery
755,OFFICE PLUS LIMITED,Office Plus
756,A G TOFT GARAGE LTD,A G Toft Garage
757,BARC (TOCA) LIMITED,Barc
758,FOCUS MEDIATION LIMITED,Focus Mediation
759,TRUECAST LIMITED,Truecast
760,PRINTER REPAIR SERVICE  LIMITED,Printer Repair Service
761,BRAXFIELD CONSULTING LIMITED,Braxfield Consulting
762,ROADWAY FILMS LTD,Roadway Films
763,BLIND MAKER LTD,Blind Maker
764,BETTING SHOP SERVICES LIMITED,Betting Shop Services
765,LETTERBOX GRAPHICS LIMITED,Letterbox Graphics
766,WEST QUAY LIMITED,West Quay
767,TAC HEALTHCARE SERVICES LIMITED,Tac Healthcare Services
768,MEDIPLUS LIMITED,Mediplus
769,WSB CONSULTING LIMITED,Wsb Consulting
770,SDRC CONSULTING LIMITED,Sdrc Consulting
771,THE MULBERRY CENTRE,The Mulberry Centre
772,OPPORTUNITY PETERBOROUGH LIMITED,Opportunity Peterborough
773,TAKT SERVICES LIMITED,Takt Services
774,NEXT LEVEL SECURITY SERVICES LTD,Next Level Security Services
775,PET DELI LIMITED,Pet Deli
776,LSF9 ROBIN MIDCO LIMITED,Lsf9 Robin Midco
777,MEADOWVALE ARCHITECTURAL JOINERY LTD,Meadowvale Architectural Joinery
778,MNM DEVELOPMENTS LIMITED,Mnm Developments
779,MITCHELL KANE (2007) LIMITED,Mitchell Kane
780,MYRICO LIMITED,Myrico
781,MAGELL LIMITED,Magell
782,MALIC LIMITED,Malic
783,MERCIA NI LIMITED,Mercia Ni
784,TBH LIMITED,Tbh
785,MAIDENHEAD AUTO REPAIR CENTRE LIMITED,Maidenhead Auto Repair Centre
786,MYRDDIN TECHNOLOGIES LIMITED,Myrddin Technologies
787,D. KELLEHER FLOORING LIMITED,D. Kelleher Flooring
788,MISKIMMIN WEALTH LIMITED,Miskimmin Wealth
789,MIGHTY SPRITE PRODUCTIONS LTD,Mighty Sprite Productions
790,ANSON GROVE LTD,Anson Grove
791,LYONS AND WARDS WOODCRAFT LIMITED,Lyons And Wards Woodcraft
792,CRG DEFENCE & PRIMARY CARE LIMITED,Crg Defence & Primary Care
793,MCCAFFREY TRANSPORT LTD,Mccaffrey Transport
794,MCAVOY OFFSITE LIMITED,Mcavoy Offsite
795,CENTRAL TRADES LIMITED,Central Trades
796,DWIGHT SCHRUTE PROPERTIES LIMITED,Dwight Schrute Properties
797,GOODALLS (HUDDERSFIELD) LIMITED,Goodalls
798,M.L. WHITE SOLICITORS LTD,M.L. White Solicitors
799,MA ARTWORK COMPANY LIMITED,Ma Artwork
800,HUNTLY AND DISTRICT DEVELOPMENT TRUST LTD,Huntly And District Development Trust
801,PCR IT LIMITED,Pcr It
802,MULHOLLAND MARKETING LTD.,Mulholland Marketing
803,MARGARET A KING LTD,Margaret A King
804,GLOBAL FINE FOODS LIMITED,Global Fine Foods
805,FUSION MEETINGS AND EVENTS LIMITED,Fusion Meetings And Events
806,MCCAFFERTY CONSULTANCY LIMITED,Mccafferty Consultancy
807,MMS BUILDING SERVICES LIMITED,Mms Building Services
808,ENGINEERING SERVICES GROUP LIMITED,Engineering Services Group
809,WELLCOME FOUNDATION LIMITED(THE),Wellcome Foundation
810,CORNERSTONE GROUP INTERNATIONAL LIMITED,Cornerstone Group International
811,MCRAE & COMPANY LIMITED,Mcrae
812,MCM ACCOUNTANCY LIMITED,Mcm Accountancy
813,MOO-LET.COM LTD,Moo-Let.Com
814,PROFOUNDRY LTD,Profoundry
815,MODELZ UK LIMITED,Modelz
816,LEIGH BUILDING PRESERVATION TRUST LIMITED,Leigh Building Preservation Trust
817,MARCIN KOBUS HAULAGE LTD.,Marcin Kobus Haulage
818,LUSONA CONSULTANCY (FINANCIAL SERVICES) LIMITED,Lusona Consultancy
819,MARTIN VETERINARY CENTRE LIMITED,Martin Veterinary Centre
820,SHEFFIELD INTERNATIONAL VENUES LIMITED,Sheffield International Venues
821,VICTORY STORE LIMITED,Victory Store
822,MACKENZIE EVENT MANAGEMENT LIMITED,Mackenzie Event Management
823,MORICONI LTD.,Moriconi
824,NAOMI SPIRIT LIMITED,Naomi Spirit
825,MIBBIES AYE LTD,Mibbies Aye
826,ANNA ALLA LIMITED,Anna Alla
827,M & H CLEANERS LTD,M & H Cleaners
828,ABC SHIRTS LIMITED,Abc Shirts
829,RIDGEWAY PRESS LIMITED,Ridgeway Press
830,STRATEGIC TECHNOLOGY INITIATIVES LIMITED,Strategic Technology Initiatives
831,ADVANTAGE LETTINGS LIMITED,Advantage Lettings
832,RMOSQUEDA LIMITED,Rmosqueda
833,ACTIVE SPORTS RESOURCES LTD,Active Sports Resources
834,ACTION PLUMBING LIMITED,Action Plumbing
835,GO PHONE LIMITED,Go Phone
836,FERNDOWN ESTATES LIMITED,Ferndown Estates
837,A1 TECH STORE LIMITED,A1 Tech Store
838,NATWEST CORPORATE INVESTMENTS,Natwest Corporate Investments
839,ALL ANGLES ENTERPRISES LTD,All Angles Enterprises
840,BRUNTON PARK NEWS LIMITED,Brunton Park News
841,JMW (UK) LIMITED,Jmw
842,ESSEX SCHOOL OF DIVING LIMITED,Essex School Of Diving
843,DESIGNAWARE TRADING LIMITED,Designaware Trading
844,ESTATES LIMITED,Estates
845,CETOR LIMITED,Cetor
846,DAVENTRY RAIL PORT LIMITED,Daventry Rail Port
847,BHF ENVIRONMENTAL LIMITED,Bhf Environmental
848,A.R. HURST (LITHAPRINT) LIMITED,A.R. Hurst
849,FITZROY SYSTEMS LIMITED,Fitzroy Systems
850,BARCLAYS INDUSTRIAL DEVELOPMENT LIMITED,Barclays Industrial Development
851,TACK & TURNOUT LIMITED,Tack & Turnout
852,CANTIUM ACCOUNTANTS LIMITED,Cantium Accountants
853,MULLMARK LIMITED,Mullmark
854,SHERWOOD STUDENT DEVELOPMENTS LIMITED,Sherwood Student Developments
855,HIVE OF BEAUTY LIMITED,Hive Of Beauty
856,SURREY AND CITY MORTGAGES LIMITED,Surrey And City Mortgages
857,I J CURRY & SON LIMITED,I J Curry & Son
858,FIRST RAIL PROCUREMENT LIMITED,First Rail Procurement
859,THE COMMUNITY NETWORK (NE) CIC,The Community Network
860,PETER HAWKEY LIMITED,Peter Hawkey
861,DAVID FAIRLEY GARDENS LIMITED,David Fairley Gardens
862,SMOVE LIMITED,Smove
863,QUALITAS KITCHENS LIMITED,Qualitas Kitchens
864,DALEHEAD VETERINARY GROUP LIMITED,Dalehead Veterinary Group
865,ELAP ENGINEERING GROUP LIMITED,Elap Engineering Group
866,LOGICAL COBWEBS LIMITED,Logical Cobwebs
867,JLP FOOD GROUP LIMITED,Jlp Food Group
868,INVESTREALM LIMITED,Investrealm
869,EVENBROOK ESTATES LIMITED,Evenbrook Estates
870,ELDERBERRY LIMITED,Elderberry
871,C.N.A. RUFF LIMITED,C.N.A. Ruff
872,ROWE FREIGHT LIMITED,Rowe Freight
873,HANSON TRUSTEES LIMITED,Hanson Trustees
874,DIRECT MEMORIALS (UK) LIMITED,Direct Memorials
875,HAMLET DESIGN CONSULTANCY LIMITED,Hamlet Design Consultancy
876,DONNIN LTD,Donnin
877,POWER BRUSH INTERNATIONAL LIMITED,Power Brush International
878,COMMUNIQUE ADVERTISING LIMITED,Communique Advertising
879,F.A. HUMBERSTONE & PARTNERS (EAST ANGLIA) LIMITED,F.A. Humberstone & Partners
880,DOT TO DOT PRODUCTIONS LIMITED,Dot To Dot Productions
881,BOOSEY & HAWKES KJM LIMITED,Boosey & Hawkes Kjm
882,CHOPLIN VENTURES LTD,Choplin Ventures
883,HOUSE 76 MB LIMITED,House 76
884,DINBAR U.K. LIMITED,Dinbar
885,JUST JAGS LIMITED,Just Jags
886,THE SMILE GALLERY LIMITED,The Smile Gallery
887,COTTAGE COMPUTER SERVICES LIMITED,Cottage Computer Services
888,CITY SCREEN (S.O.A.) LIMITED,City Screen
889,GLADFISH PROPERTY INVESTMENT LTD,Gladfish Property Investment
890,FLASH POINT PICTURES LIMITED,Flash Point Pictures
891,INTEGRATED VEHICLE TECHNOLOGY LTD.,Integrated Vehicle Technology
892,ASPLEN MANAGEMENT LIMITED,Asplen Management
893,OAKLAND METAL COMPANY LIMITED,Oakland Metal
894,WIDNES TANK CONTAINER SERVICES LIMITED,Widnes Tank Container Services
895,COMUSER LIMITED,Comuser
896,YORKSHIRE VENTURES (REAL ESTATE) LIMITED,Yorkshire Ventures
897,TRIAL SYSTEMS LIMITED,Trial Systems
898,CARDS AND SPECIALIST SERVICES LIMITED,Cards And Specialist Services
899,CHEMISTRY LIMITED,Chemistry
900,FARNHAM CASTLE INTERCULTURAL TRAINING LIMITED,Farnham Castle Intercultural Training
901,YELLOW BRICK ROAD LIMITED,Yellow Brick Road
902,NO FUSS IT LTD,No Fuss It
903,ONE PRIVATE HEALTHCARE LTD.,One Private Healthcare
904,ROXHILL (HOWBURY) LIMITED,Roxhill
905,ONSIDE COMMUNICATIONS LTD,Onside Communications
906,PAINTSHOP NORTHERN LIMITED,Paintshop Northern
907,ARISTO IT CONSULTANCY LIMITED,Aristo It Consultancy
908,NCCFF LTD,Nccff
909,CRIS&ME LTD,Cris&Me
910,SPRIDA LTD,Sprida
911,WOOD ROW PARK LIMITED,Wood Row Park
912,ARTISAN KIDZ LTD,Artisan Kidz
913,CHILLI ACCOUNTING LTD,Chilli Accounting
914,FERROSTATICS (INTERNATIONAL) LIMITED,Ferrostatics
915,COMPACT STORAGE EQUIPMENT LIMITED,Compact Storage Equipment
916,PAREXEL MMS EUROPE LIMITED,Parexel Mms Europe
917,KINGSBURY CONSULTANTS LIMITED,Kingsbury Consultants
918,ENVIRONMENTAL DEVELOPMENT TECHNOLOGY LIMITED,Environmental Development Technology
919,INDUSTRIAL CONTROL AND COMMUNICATION LTD.,Industrial Control And Communication
920,LINKSLAND ENTERPRISES LIMITED,Linksland Enterprises
921,BLOCKFOIL GROUP LTD,Blockfoil Group
922,FRIESIAN HORSE ASSOCIATION OF GREAT BRITAIN AND IRELAND LIMITED,Friesian Horse Association Of Great Britain And Ireland
923,VICTORIA RICHARDS LTD,Victoria Richards
924,FIELD BOXMORE BRISTOL (HOLDINGS) LIMITED,Field Boxmore Bristol
925,IMAGE + LIMITED,Image
926,LAWGUIDE LIMITED,Lawguide
927,DIRFT CENTRAL MANAGEMENT LIMITED,Dirft Central Management
928,KELLY TURKEY FARMS LIMITED,Kelly Turkey Farms
929,BAWN FLOORING LIMITED,Bawn Flooring
930,WILLS JACOBSEN LEGAL LTD,Wills Jacobsen Legal
931,LEISURE & COMMERCIAL LIMITED,Leisure & Commercial
932,CPB CIVILS LTD,Cpb Civils
933,DOE FINANCE LIMITED,Doe Finance
934,HOUSEMOTOR LIMITED,Housemotor
935,FELDON DUNSMORE LEGAL LIMITED,Feldon Dunsmore Legal
936,PRIME PRACTICE MANAGEMENT ADVISORS LIMITED,Prime Practice Management Advisors
937,ADAMS BAKERY LIMITED,Adams Bakery
938,HP FOODS HOLDINGS LIMITED,Hp Foods Holdings
